%  columns=["iteration, evaluation, sigma, void, void, stds==sigma*sqrt(diag(C))" (startseed=214003, 2025/05/27 16:46:21.03)
1 21 9.593541e-01 0 0 1.914807e-03 9.550511e-03 1.908790e-02 9.550707e-02 4.808788e-03 1.916248e-02 9.537117e-03 6.744678e-02 4.806331e-02 6.699984e-02 2.865697e-02 1.911779e-02 2.869325e-01 1.909902e-02 6.729946e-02 2.885990e-01 1.919370e-02 6.747885e-02 9.661547e-01 1.926723e-01 9.553222e-04 4.789085e-01 1.924230e-03 
2 41 9.067916e-01 0 0 1.809474e-03 8.989626e-03 1.802563e-02 9.059869e-02 4.535346e-03 1.811809e-02 9.010629e-03 6.438053e-02 4.523979e-02 6.329549e-02 2.703482e-02 1.799258e-02 2.703213e-01 1.793643e-02 6.342480e-02 2.731013e-01 1.805784e-02 6.357076e-02 9.129475e-01 1.823306e-01 9.019108e-04 4.513734e-01 1.815161e-03 
3 61 8.388305e-01 0 0 1.674503e-03 8.286252e-03 1.658924e-02 8.370285e-02 4.194532e-03 1.672768e-02 8.345938e-03 5.935363e-02 4.217810e-02 5.818395e-02 2.485313e-02 1.656978e-02 2.487121e-01 1.651885e-02 5.870791e-02 2.520690e-01 1.660678e-02 5.859714e-02 8.528826e-01 1.682204e-01 8.330595e-04 4.159723e-01 1.669927e-03 
4 81 7.832205e-01 0 0 1.560304e-03 7.730296e-03 1.549999e-02 7.808502e-02 3.905445e-03 1.562818e-02 7.774057e-03 5.506210e-02 3.923680e-02 5.408343e-02 2.325336e-02 1.546447e-02 2.307668e-01 1.536789e-02 5.475757e-02 2.347643e-01 1.540467e-02 5.448789e-02 7.948276e-01 1.571509e-01 7.759331e-04 3.864903e-01 1.552559e-03 
5 101 7.397625e-01 0 0 1.469459e-03 7.289838e-03 1.461357e-02 7.374472e-02 3.704359e-03 1.471561e-02 7.337364e-03 5.167778e-02 3.697290e-02 5.133777e-02 2.198398e-02 1.459994e-02 2.208312e-01 1.442927e-02 5.176119e-02 2.205425e-01 1.451259e-02 5.136994e-02 7.471229e-01 1.479880e-01 7.345370e-04 3.628614e-01 1.462684e-03 
6 121 7.209489e-01 0 0 1.444007e-03 7.076663e-03 1.425252e-02 7.161344e-02 3.634186e-03 1.461377e-02 7.169713e-03 5.029266e-02 3.605501e-02 4.982301e-02 2.148193e-02 1.414691e-02 2.146443e-01 1.406926e-02 5.007201e-02 2.152634e-01 1.414671e-02 5.001329e-02 7.264834e-01 1.438274e-01 7.120101e-04 3.529791e-01 1.420022e-03 
7 141 7.229863e-01 0 0 1.446544e-03 7.114592e-03 1.432786e-02 7.137727e-02 3.644660e-03 1.461307e-02 7.177542e-03 5.051816e-02 3.605554e-02 4.987468e-02 2.144119e-02 1.412473e-02 2.147687e-01 1.413542e-02 5.006754e-02 2.179286e-01 1.419671e-02 5.007892e-02 7.274665e-01 1.451167e-01 7.140421e-04 3.521405e-01 1.428625e-03 
8 161 7.430285e-01 0 0 1.488103e-03 7.399769e-03 1.469337e-02 7.310435e-02 3.803972e-03 1.515919e-02 7.345963e-03 5.185494e-02 3.720786e-02 5.184568e-02 2.199423e-02 1.451112e-02 2.200692e-01 1.444553e-02 5.140848e-02 2.252051e-01 1.452046e-02 5.187131e-02 7.460720e-01 1.494400e-01 7.343182e-04 3.609980e-01 1.471915e-03 
9 181 7.679014e-01 0 0 1.534828e-03 7.634686e-03 1.518796e-02 7.563928e-02 3.939650e-03 1.565529e-02 7.564544e-03 5.383487e-02 3.859839e-02 5.415876e-02 2.306623e-02 1.496156e-02 2.279908e-01 1.484687e-02 5.328361e-02 2.321758e-01 1.493500e-02 5.360060e-02 7.669798e-01 1.539568e-01 7.583083e-04 3.712360e-01 1.523561e-03 
10 201 7.885267e-01 0 0 1.568163e-03 7.873546e-03 1.553419e-02 7.789946e-02 4.057475e-03 1.624446e-02 7.755427e-03 5.575176e-02 3.968981e-02 5.583080e-02 2.362742e-02 1.532161e-02 2.359271e-01 1.524464e-02 5.484556e-02 2.388668e-01 1.524829e-02 5.534968e-02 7.835124e-01 1.585223e-01 7.766115e-04 3.841254e-01 1.571049e-03 
