%  columns=["iteration, evaluation, sigma, void, void, stds==sigma*sqrt(diag(C))" (startseed=211123, 2025/05/26 12:25:18.24)
1 31 9.684619e-01 0 0 1.939471e-03 9.731428e-03 1.926802e-02 9.668915e-02 4.820896e-03 1.935448e-02 9.765324e-03 6.760365e-02 4.837140e-02 6.834193e-02 2.891036e-02 1.928349e-02 2.890358e-01 1.929372e-02 6.734648e-02 2.901437e-01 1.927745e-02 6.808852e-02 9.686389e-01 1.944857e-01 9.640155e-04 4.866094e-01 1.939311e-03 1.956483e-01 
2 61 9.288597e-01 0 0 1.851738e-03 9.304000e-03 1.847364e-02 9.258756e-02 4.602379e-03 1.858062e-02 9.347950e-03 6.452373e-02 4.617182e-02 6.521026e-02 2.761342e-02 1.853571e-02 2.776826e-01 1.841263e-02 6.418885e-02 2.767736e-01 1.844248e-02 6.540085e-02 9.295892e-01 1.857235e-01 9.279369e-04 4.671668e-01 1.862489e-03 1.876447e-01 
3 91 9.091498e-01 0 0 1.809994e-03 9.068016e-03 1.801623e-02 9.107595e-02 4.472602e-03 1.818322e-02 9.157096e-03 6.276203e-02 4.517403e-02 6.404893e-02 2.690456e-02 1.835369e-02 2.699849e-01 1.796246e-02 6.297148e-02 2.705018e-01 1.794959e-02 6.358158e-02 9.056269e-01 1.814150e-01 9.039060e-04 4.593397e-01 1.823044e-03 1.843595e-01 
4 121 9.191738e-01 0 0 1.832448e-03 9.179356e-03 1.820191e-02 9.170520e-02 4.520827e-03 1.853999e-02 9.288911e-03 6.305920e-02 4.569104e-02 6.476505e-02 2.704435e-02 1.848300e-02 2.713555e-01 1.807621e-02 6.370048e-02 2.731580e-01 1.808554e-02 6.396550e-02 9.158591e-01 1.829266e-01 9.128377e-04 4.637866e-01 1.853545e-03 1.855858e-01 
5 151 9.249572e-01 0 0 1.840296e-03 9.243168e-03 1.817715e-02 9.330965e-02 4.514887e-03 1.875899e-02 9.413049e-03 6.331137e-02 4.592526e-02 6.536546e-02 2.743184e-02 1.846031e-02 2.709293e-01 1.819113e-02 6.378588e-02 2.742334e-01 1.811018e-02 6.386088e-02 9.186697e-01 1.831890e-01 9.119584e-04 4.657590e-01 1.875102e-03 1.870044e-01 
