%  columns="iteration, evaluation, fitness, void, void, xrecentbest" (startseed=214003, 2025/05/27 16:46:21.03)
1 21 -1.848000000000000000e+03 0 0 3.380036e-03 1.436949e-02 5.740338e-02 2.478681e-01 7.189560e-03 7.138046e-02 2.566877e-02 4.922503e-02 2.252616e-01 1.535437e-01 6.990862e-02 2.768641e-02 7.524268e-01 4.735827e-02 1.276673e-01 1.305617e+00 3.970817e-02 3.122517e-01 7.845038e-01 5.246073e-01 9.410808e-04 1.592744e+00 2.620985e-03 
2 41 -1.982000000000000000e+03 0 0 3.227058e-04 2.750240e-02 4.446230e-02 3.345935e-01 5.552066e-03 5.215018e-02 1.217450e-02 1.155240e-01 1.854358e-01 2.094117e-01 1.127458e-01 6.442759e-02 5.097016e-01 4.615444e-02 1.566484e-01 9.083351e-01 4.754225e-02 1.403043e-01 3.352547e+00 3.152495e-01 2.189412e-03 1.883326e+00 2.656430e-03 
3 61 -1.800000000000000000e+03 0 0 5.208739e-03 2.402950e-02 4.796069e-02 1.630398e-01 2.424333e-03 8.337008e-02 4.006061e-02 1.951286e-01 2.415645e-01 1.711889e-01 1.250686e-01 6.891112e-02 7.373742e-01 4.881647e-02 1.418001e-01 6.339732e-01 3.402852e-02 2.227214e-01 4.993602e-01 1.645875e-01 2.590194e-03 1.196891e+00 4.328906e-03 
4 81 -2.100000000000000000e+03 0 0 4.606974e-03 1.856290e-02 6.217453e-02 3.986134e-01 4.567596e-03 4.186485e-02 3.796609e-02 1.617325e-01 1.018644e-01 2.049490e-01 7.573281e-02 5.809343e-02 6.487710e-01 4.726742e-02 2.834316e-01 7.699236e-01 3.150554e-02 2.265784e-01 1.359399e+00 2.889848e-01 1.371281e-03 1.410050e+00 2.480046e-03 
5 101 -2.094000000000000000e+03 0 0 5.632542e-03 3.524179e-02 3.344321e-02 1.954845e-01 5.425354e-03 5.019554e-02 2.432794e-02 1.513506e-01 1.199575e-01 6.164005e-02 1.323778e-01 6.051301e-02 9.245125e-01 4.909727e-02 1.338046e-01 9.643886e-01 4.074154e-02 1.749630e-01 1.980689e+00 4.426170e-01 2.421777e-03 1.138677e+00 2.099470e-03 
6 121 -2.200000000000000000e+03 0 0 3.432513e-03 2.688056e-02 6.372680e-02 2.407836e-01 1.456791e-02 9.971216e-02 2.221188e-02 9.611265e-02 6.611321e-02 9.157981e-02 9.116515e-02 5.846832e-02 7.333475e-01 2.378520e-02 1.993913e-01 1.259650e+00 2.097372e-02 1.877652e-01 1.183996e+00 2.061444e-01 1.993884e-03 1.112179e+00 1.949317e-03 
7 141 -1.980000000000000000e+03 0 0 6.545400e-03 2.731679e-02 6.236467e-02 2.729022e-01 4.541377e-03 5.696839e-02 1.704515e-02 7.892876e-02 1.082341e-01 1.208694e-01 7.387483e-02 7.000397e-02 7.201676e-01 1.685900e-02 1.941275e-01 1.497935e+00 3.036648e-02 2.579676e-01 8.646742e-01 3.397885e-01 2.360631e-03 1.171746e+00 1.351365e-03 
8 161 -1.974000000000000000e+03 0 0 3.850634e-03 4.023798e-02 4.017654e-02 2.399081e-01 -1.345118e-04 8.558846e-02 2.418513e-02 1.562690e-01 8.331920e-02 4.726503e-02 7.639392e-02 7.315890e-02 6.866078e-01 4.557447e-02 2.131908e-01 1.496052e+00 3.734058e-02 2.893912e-01 1.396037e+00 4.929023e-01 2.764379e-03 1.291243e+00 -8.543965e-04 
9 181 -2.052000000000000000e+03 0 0 4.161783e-03 3.556065e-02 6.787216e-02 1.288402e-01 3.547531e-03 6.887134e-02 3.161531e-02 4.764482e-02 4.477105e-02 -2.549335e-03 2.778616e-02 6.114682e-02 3.805676e-01 3.657453e-02 2.009946e-01 1.125316e+00 3.342821e-02 2.266008e-01 1.402063e+00 2.105125e-01 1.855283e-03 1.089408e+00 6.574272e-04 
10 201 -1.986000000000000000e+03 0 0 5.449937e-03 4.098611e-02 7.501040e-02 2.663074e-01 3.842550e-03 9.089570e-02 3.007444e-02 8.019426e-02 6.147577e-02 1.252795e-01 5.253119e-02 6.969417e-02 5.756902e-01 2.643932e-02 2.319002e-01 1.510800e+00 3.932656e-02 2.666044e-01 1.432103e+00 4.121449e-01 2.810383e-03 1.601327e+00 -1.458122e-03 
11 221 -2.000000000000000000e+03 0 0 6.576101e-03 3.169770e-02 4.778447e-02 1.135018e-01 4.537191e-03 4.348618e-02 3.845591e-02 7.914057e-02 9.641009e-02 7.437503e-02 6.164154e-02 6.180815e-02 5.458468e-01 3.046789e-02 3.742882e-01 1.424267e+00 3.608931e-02 1.546812e-01 1.345547e+00 2.837650e-01 2.142216e-03 8.655742e-01 2.355943e-03 
12 241 -2.000000000000000000e+03 0 0 6.995728e-03 3.502600e-02 6.847217e-02 3.554751e-01 2.276261e-03 6.225109e-02 3.531454e-02 5.354711e-02 7.504515e-02 2.071896e-02 6.635866e-02 6.740406e-02 5.058999e-01 3.319397e-02 3.040185e-01 1.592599e+00 6.202276e-02 1.713353e-01 1.447916e+00 2.667440e-01 2.605234e-03 8.360916e-01 1.109476e-03 
13 261 -2.100000000000000000e+03 0 0 3.928744e-03 2.163271e-02 6.090701e-02 2.442688e-01 1.012726e-02 3.451572e-02 4.774330e-02 3.237150e-02 8.133950e-02 9.738575e-02 4.588758e-02 6.709334e-02 6.318617e-01 2.732251e-02 3.573139e-01 1.331293e+00 2.364239e-02 1.494881e-01 1.932521e+00 3.674951e-01 1.347796e-03 9.786040e-01 3.582846e-03 
